🀀	东	麻将
🀁	南	麻将
🀂	西	麻将
🀃	北	麻将
🀄	中	麻将
🀅	发	麻将
＊	星
卐	纳粹
卍	万
㏘	下午	pm
㏇	公司	co
㏂	上午	am
㉿	k
㈱	株式会社	株
〼	方框
〠	邮政
〓	相容等号
〒	邮政
〄	工业标准
➹	箭头	右上
➷	箭头	右下
❧	爱心
❦		爱心
❤	爱心
❉	星
❈	星
❃	星
❂	星
❁	花	鲜花
❀	花	鲜花
✿	花	鲜花
✲	星
✪	星
✟	十字	十字架
✚	十字	加	加号
✙	十字	加	加号
✘	叉	错
✖	叉	错
✔	勾	对
✎	铅笔
✍	写字
✌	yeah	胜利
✉	信息
✈	飞机
✄	剪刀
✁	剪刀
⚿	平方键
⚾	棒球
⚽	足球
⚼	八分之三相
⚻	梅花形
⚹	六分相
⚸	黑月莉莉丝	黑月	莉莉丝
⚷	凯龙	小行星
⚶	维斯塔	灶神星	小行星
⚵	朱诺	小行星
⚴	帕拉斯	小行星
⚳	谷神星	小行星
⚲	中性
⚱	骨灰
⚰	棺材
⚯	未婚
⚮	离婚
⚭	结婚
⚬	中小空心圆圈	圆圈
⚫	中等实心圆圈	圆圈
⚪	中等空心圆圈	圆圈
⚩	带粗线的水平雄性	雄性
⚨	带粗线的竖直雄性	雄性
⚧	带粗线的雄性与雌雄	雌雄
⚦	带粗线的雄性	雄性
⚥	雌雄
⚤	雌雄互锁
⚣	双雄性
⚢	双雌性
⚉	带两个空心点的实心圆圈	圆圈
⚈	右侧带空心点的实心圆圈	圆圈
⚇	带两点的空心圆圈	圆圈
⚆	右侧带点的空心圆圈	圆圈
⚅	骰子
⚄	骰子
⚃	骰子
⚂	骰子
⚁	骰子
⚀	骰子
♿	轮椅
♾	永久性纸
♽	再生纸
♼	再生纸
♻	回收	再循环
♺	回收	再循环
♹	回收	再循环
♸	回收	再循环
♷	回收	再循环
♶	回收	再循环
♵	回收	再循环
♴	回收	再循环
♳	回收	再循环
♲	回收	再循环
♱	东叙利亚十字	十字
♰	西叙利亚十字	十字
♯	音乐升半音	音符
♮	音乐还原	音符
♭	音乐降半音	音符
♬	带梁的十六分音符	音符
♫	带梁的八分音符	音符
♪	八分音符	音符
♩	四分音符	音符
♨	温泉
♧	梅花	扑克
♦	方块	方片	扑克
♥	红桃	扑克
♤	黑桃	扑克
♣	梅花	扑克
♢	方块	方片	扑克
♡	红桃	扑克
♠	黑桃	扑克
♟	兵
♞	马
♝	相
♜	车
♛	后
♚	王
♙	兵
♘	马
♗	相
♖	车
♕	后
♔	王
♇	冥王星
♆	海王星
♅	天王星
♄	土星
♃	木星
♂	雄性	男性
♁	地球
♀	雌性	女性
☿	水星
☾	下弦月	月亮	月
☽	上弦月	月亮	月
☼	太阳	日
☸	达摩法轮	法轮
☯	阴阳	太极
☮	和平	世界和平
☭	斧头和镰刀	工农
☬	坎达
☫	波斯语
☪	星和新月
☩	耶路撒冷十字	十字
☨	洛林十字	十字
☧	凯乐
☦	东正教十字	十字
☥	十字章	十字
☤	墨丘利节杖
☣	生物危害
☢	放射性
☡	警告
☠	骷髅和交叉腿骨	骷髅
☟	空心下指索引	向下
☞	空心右指索引	向右
☝	空心上指索引	向上
☜	空心左指索引	向左
☛	实心右指索引	向右
☚	实心左指索引	向左
☙	横翻旋转花心加重号
☘	三叶草
☗	棋子	黑色的将棋棋子
☖	棋子	白色的将棋棋子
☕	热饮料	咖啡
☔	带雨点的雨伞	雨伞
☓	叉型十字
☒	投票箱	带叉的投票箱	叉	错
☑	投票箱	带对钩的投票箱	对	勾
☐	投票箱
☏	电话	空心电话
☎	电话	实心电话
☍	相反
☌	关联
☋	向下节点
☊	向上节点
☉	太阳
☈	雷暴
☇	闪电
